module,num_params,num_bytes,num_flops
model.embed_tokens,131072000,262144000,1
model.layers.0.self_attn.q_proj,16777216,33554432,33554432
model.layers.0.self_attn.k_proj,16777216,33554432,33554432
model.layers.0.self_attn.v_proj,16777216,33554432,33554432
model.layers.0.self_attn.o_proj,16777216,33554432,33554432
model.layers.0.self_attn.rotary_emb,0,0,0
model.layers.0.mlp.gate_proj,45088768,90177536,90177536
model.layers.0.mlp.up_proj,45088768,90177536,90177536
model.layers.0.mlp.down_proj,45088768,90177536,90177536
model.layers.0.mlp.act_fn,0,0,24576
model.layers.0.input_layernorm,4096,8192,16384
model.layers.0.post_attention_layernorm,4096,8192,16384
model.layers.1.self_attn.q_proj,16777216,33554432,33554432
model.layers.1.self_attn.k_proj,16777216,33554432,33554432
model.layers.1.self_attn.v_proj,16777216,33554432,33554432
model.layers.1.self_attn.o_proj,16777216,33554432,33554432
model.layers.1.self_attn.rotary_emb,0,0,0
model.layers.1.mlp.gate_proj,45088768,90177536,90177536
model.layers.1.mlp.up_proj,45088768,90177536,90177536
model.layers.1.mlp.down_proj,45088768,90177536,90177536
model.layers.1.mlp.act_fn,0,0,24576
model.layers.1.input_layernorm,4096,8192,16384
model.layers.1.post_attention_layernorm,4096,8192,16384
model.layers.2.self_attn.q_proj,16777216,33554432,33554432
model.layers.2.self_attn.k_proj,16777216,33554432,33554432
model.layers.2.self_attn.v_proj,16777216,33554432,33554432
model.layers.2.self_attn.o_proj,16777216,33554432,33554432
model.layers.2.self_attn.rotary_emb,0,0,0
model.layers.2.mlp.gate_proj,45088768,90177536,90177536
model.layers.2.mlp.up_proj,45088768,90177536,90177536
model.layers.2.mlp.down_proj,45088768,90177536,90177536
model.layers.2.mlp.act_fn,0,0,24576
model.layers.2.input_layernorm,4096,8192,16384
model.layers.2.post_attention_layernorm,4096,8192,16384
model.layers.3.self_attn.q_proj,16777216,33554432,33554432
model.layers.3.self_attn.k_proj,16777216,33554432,33554432
model.layers.3.self_attn.v_proj,16777216,33554432,33554432
model.layers.3.self_attn.o_proj,16777216,33554432,33554432
model.layers.3.self_attn.rotary_emb,0,0,0
model.layers.3.mlp.gate_proj,45088768,90177536,90177536
model.layers.3.mlp.up_proj,45088768,90177536,90177536
model.layers.3.mlp.down_proj,45088768,90177536,90177536
model.layers.3.mlp.act_fn,0,0,24576
model.layers.3.input_layernorm,4096,8192,16384
model.layers.3.post_attention_layernorm,4096,8192,16384
model.layers.4.self_attn.q_proj,16777216,33554432,33554432
model.layers.4.self_attn.k_proj,16777216,33554432,33554432
model.layers.4.self_attn.v_proj,16777216,33554432,33554432
model.layers.4.self_attn.o_proj,16777216,33554432,33554432
model.layers.4.self_attn.rotary_emb,0,0,0
model.layers.4.mlp.gate_proj,45088768,90177536,90177536
model.layers.4.mlp.up_proj,45088768,90177536,90177536
model.layers.4.mlp.down_proj,45088768,90177536,90177536
model.layers.4.mlp.act_fn,0,0,24576
model.layers.4.input_layernorm,4096,8192,16384
model.layers.4.post_attention_layernorm,4096,8192,16384
model.layers.5.self_attn.q_proj,16777216,33554432,33554432
model.layers.5.self_attn.k_proj,16777216,33554432,33554432
model.layers.5.self_attn.v_proj,16777216,33554432,33554432
model.layers.5.self_attn.o_proj,16777216,33554432,33554432
model.layers.5.self_attn.rotary_emb,0,0,0
model.layers.5.mlp.gate_proj,45088768,90177536,90177536
model.layers.5.mlp.up_proj,45088768,90177536,90177536
model.layers.5.mlp.down_proj,45088768,90177536,90177536
model.layers.5.mlp.act_fn,0,0,24576
model.layers.5.input_layernorm,4096,8192,16384
model.layers.5.post_attention_layernorm,4096,8192,16384
model.layers.6.self_attn.q_proj,16777216,33554432,33554432
model.layers.6.self_attn.k_proj,16777216,33554432,33554432
model.layers.6.self_attn.v_proj,16777216,33554432,33554432
model.layers.6.self_attn.o_proj,16777216,33554432,33554432
model.layers.6.self_attn.rotary_emb,0,0,0
model.layers.6.mlp.gate_proj,45088768,90177536,90177536
model.layers.6.mlp.up_proj,45088768,90177536,90177536
model.layers.6.mlp.down_proj,45088768,90177536,90177536
model.layers.6.mlp.act_fn,0,0,24576
model.layers.6.input_layernorm,4096,8192,16384
model.layers.6.post_attention_layernorm,4096,8192,16384
model.layers.7.self_attn.q_proj,16777216,33554432,33554432
model.layers.7.self_attn.k_proj,16777216,33554432,33554432
model.layers.7.self_attn.v_proj,16777216,33554432,33554432
model.layers.7.self_attn.o_proj,16777216,33554432,33554432
model.layers.7.self_attn.rotary_emb,0,0,0
model.layers.7.mlp.gate_proj,45088768,90177536,90177536
model.layers.7.mlp.up_proj,45088768,90177536,90177536
model.layers.7.mlp.down_proj,45088768,90177536,90177536
model.layers.7.mlp.act_fn,0,0,24576
model.layers.7.input_layernorm,4096,8192,16384
model.layers.7.post_attention_layernorm,4096,8192,16384
model.layers.8.self_attn.q_proj,16777216,33554432,33554432
model.layers.8.self_attn.k_proj,16777216,33554432,33554432
model.layers.8.self_attn.v_proj,16777216,33554432,33554432
model.layers.8.self_attn.o_proj,16777216,33554432,33554432
model.layers.8.self_attn.rotary_emb,0,0,0
model.layers.8.mlp.gate_proj,45088768,90177536,90177536
model.layers.8.mlp.up_proj,45088768,90177536,90177536
model.layers.8.mlp.down_proj,45088768,90177536,90177536
model.layers.8.mlp.act_fn,0,0,24576
model.layers.8.input_layernorm,4096,8192,16384
model.layers.8.post_attention_layernorm,4096,8192,16384
model.layers.9.self_attn.q_proj,16777216,33554432,33554432
model.layers.9.self_attn.k_proj,16777216,33554432,33554432
model.layers.9.self_attn.v_proj,16777216,33554432,33554432
model.layers.9.self_attn.o_proj,16777216,33554432,33554432
model.layers.9.self_attn.rotary_emb,0,0,0
model.layers.9.mlp.gate_proj,45088768,90177536,90177536
model.layers.9.mlp.up_proj,45088768,90177536,90177536
model.layers.9.mlp.down_proj,45088768,90177536,90177536
model.layers.9.mlp.act_fn,0,0,24576
model.layers.9.input_layernorm,4096,8192,16384
model.layers.9.post_attention_layernorm,4096,8192,16384
model.layers.10.self_attn.q_proj,16777216,33554432,33554432
model.layers.10.self_attn.k_proj,16777216,33554432,33554432
model.layers.10.self_attn.v_proj,16777216,33554432,33554432
model.layers.10.self_attn.o_proj,16777216,33554432,33554432
model.layers.10.self_attn.rotary_emb,0,0,0
model.layers.10.mlp.gate_proj,45088768,90177536,90177536
model.layers.10.mlp.up_proj,45088768,90177536,90177536
model.layers.10.mlp.down_proj,45088768,90177536,90177536
model.layers.10.mlp.act_fn,0,0,24576
model.layers.10.input_layernorm,4096,8192,16384
model.layers.10.post_attention_layernorm,4096,8192,16384
model.layers.11.self_attn.q_proj,16777216,33554432,33554432
model.layers.11.self_attn.k_proj,16777216,33554432,33554432
model.layers.11.self_attn.v_proj,16777216,33554432,33554432
model.layers.11.self_attn.o_proj,16777216,33554432,33554432
model.layers.11.self_attn.rotary_emb,0,0,0
model.layers.11.mlp.gate_proj,45088768,90177536,90177536
model.layers.11.mlp.up_proj,45088768,90177536,90177536
model.layers.11.mlp.down_proj,45088768,90177536,90177536
model.layers.11.mlp.act_fn,0,0,24576
model.layers.11.input_layernorm,4096,8192,16384
model.layers.11.post_attention_layernorm,4096,8192,16384
model.layers.12.self_attn.q_proj,16777216,33554432,33554432
model.layers.12.self_attn.k_proj,16777216,33554432,33554432
model.layers.12.self_attn.v_proj,16777216,33554432,33554432
model.layers.12.self_attn.o_proj,16777216,33554432,33554432
model.layers.12.self_attn.rotary_emb,0,0,0
model.layers.12.mlp.gate_proj,45088768,90177536,90177536
model.layers.12.mlp.up_proj,45088768,90177536,90177536
model.layers.12.mlp.down_proj,45088768,90177536,90177536
model.layers.12.mlp.act_fn,0,0,24576
model.layers.12.input_layernorm,4096,8192,16384
model.layers.12.post_attention_layernorm,4096,8192,16384
model.layers.13.self_attn.q_proj,16777216,33554432,33554432
model.layers.13.self_attn.k_proj,16777216,33554432,33554432
model.layers.13.self_attn.v_proj,16777216,33554432,33554432
model.layers.13.self_attn.o_proj,16777216,33554432,33554432
model.layers.13.self_attn.rotary_emb,0,0,0
model.layers.13.mlp.gate_proj,45088768,90177536,90177536
model.layers.13.mlp.up_proj,45088768,90177536,90177536
model.layers.13.mlp.down_proj,45088768,90177536,90177536
model.layers.13.mlp.act_fn,0,0,24576
model.layers.13.input_layernorm,4096,8192,16384
model.layers.13.post_attention_layernorm,4096,8192,16384
model.layers.14.self_attn.q_proj,16777216,33554432,33554432
model.layers.14.self_attn.k_proj,16777216,33554432,33554432
model.layers.14.self_attn.v_proj,16777216,33554432,33554432
model.layers.14.self_attn.o_proj,16777216,33554432,33554432
model.layers.14.self_attn.rotary_emb,0,0,0
model.layers.14.mlp.gate_proj,45088768,90177536,90177536
model.layers.14.mlp.up_proj,45088768,90177536,90177536
model.layers.14.mlp.down_proj,45088768,90177536,90177536
model.layers.14.mlp.act_fn,0,0,24576
model.layers.14.input_layernorm,4096,8192,16384
model.layers.14.post_attention_layernorm,4096,8192,16384
model.layers.15.self_attn.q_proj,16777216,33554432,33554432
model.layers.15.self_attn.k_proj,16777216,33554432,33554432
model.layers.15.self_attn.v_proj,16777216,33554432,33554432
model.layers.15.self_attn.o_proj,16777216,33554432,33554432
model.layers.15.self_attn.rotary_emb,0,0,0
model.layers.15.mlp.gate_proj,45088768,90177536,90177536
model.layers.15.mlp.up_proj,45088768,90177536,90177536
model.layers.15.mlp.down_proj,45088768,90177536,90177536
model.layers.15.mlp.act_fn,0,0,24576
model.layers.15.input_layernorm,4096,8192,16384
model.layers.15.post_attention_layernorm,4096,8192,16384
model.layers.16.self_attn.q_proj,16777216,33554432,33554432
model.layers.16.self_attn.k_proj,16777216,33554432,33554432
model.layers.16.self_attn.v_proj,16777216,33554432,33554432
model.layers.16.self_attn.o_proj,16777216,33554432,33554432
model.layers.16.self_attn.rotary_emb,0,0,0
model.layers.16.mlp.gate_proj,45088768,90177536,90177536
model.layers.16.mlp.up_proj,45088768,90177536,90177536
model.layers.16.mlp.down_proj,45088768,90177536,90177536
model.layers.16.mlp.act_fn,0,0,24576
model.layers.16.input_layernorm,4096,8192,16384
model.layers.16.post_attention_layernorm,4096,8192,16384
model.layers.17.self_attn.q_proj,16777216,33554432,33554432
model.layers.17.self_attn.k_proj,16777216,33554432,33554432
model.layers.17.self_attn.v_proj,16777216,33554432,33554432
model.layers.17.self_attn.o_proj,16777216,33554432,33554432
model.layers.17.self_attn.rotary_emb,0,0,0
model.layers.17.mlp.gate_proj,45088768,90177536,90177536
model.layers.17.mlp.up_proj,45088768,90177536,90177536
model.layers.17.mlp.down_proj,45088768,90177536,90177536
model.layers.17.mlp.act_fn,0,0,24576
model.layers.17.input_layernorm,4096,8192,16384
model.layers.17.post_attention_layernorm,4096,8192,16384
model.layers.18.self_attn.q_proj,16777216,33554432,33554432
model.layers.18.self_attn.k_proj,16777216,33554432,33554432
model.layers.18.self_attn.v_proj,16777216,33554432,33554432
model.layers.18.self_attn.o_proj,16777216,33554432,33554432
model.layers.18.self_attn.rotary_emb,0,0,0
model.layers.18.mlp.gate_proj,45088768,90177536,90177536
model.layers.18.mlp.up_proj,45088768,90177536,90177536
model.layers.18.mlp.down_proj,45088768,90177536,90177536
model.layers.18.mlp.act_fn,0,0,24576
model.layers.18.input_layernorm,4096,8192,16384
model.layers.18.post_attention_layernorm,4096,8192,16384
model.layers.19.self_attn.q_proj,16777216,33554432,33554432
model.layers.19.self_attn.k_proj,16777216,33554432,33554432
model.layers.19.self_attn.v_proj,16777216,33554432,33554432
model.layers.19.self_attn.o_proj,16777216,33554432,33554432
model.layers.19.self_attn.rotary_emb,0,0,0
model.layers.19.mlp.gate_proj,45088768,90177536,90177536
model.layers.19.mlp.up_proj,45088768,90177536,90177536
model.layers.19.mlp.down_proj,45088768,90177536,90177536
model.layers.19.mlp.act_fn,0,0,24576
model.layers.19.input_layernorm,4096,8192,16384
model.layers.19.post_attention_layernorm,4096,8192,16384
model.layers.20.self_attn.q_proj,16777216,33554432,33554432
model.layers.20.self_attn.k_proj,16777216,33554432,33554432
model.layers.20.self_attn.v_proj,16777216,33554432,33554432
model.layers.20.self_attn.o_proj,16777216,33554432,33554432
model.layers.20.self_attn.rotary_emb,0,0,0
model.layers.20.mlp.gate_proj,45088768,90177536,90177536
model.layers.20.mlp.up_proj,45088768,90177536,90177536
model.layers.20.mlp.down_proj,45088768,90177536,90177536
model.layers.20.mlp.act_fn,0,0,24576
model.layers.20.input_layernorm,4096,8192,16384
model.layers.20.post_attention_layernorm,4096,8192,16384
model.layers.21.self_attn.q_proj,16777216,33554432,33554432
model.layers.21.self_attn.k_proj,16777216,33554432,33554432
model.layers.21.self_attn.v_proj,16777216,33554432,33554432
model.layers.21.self_attn.o_proj,16777216,33554432,33554432
model.layers.21.self_attn.rotary_emb,0,0,0
model.layers.21.mlp.gate_proj,45088768,90177536,90177536
model.layers.21.mlp.up_proj,45088768,90177536,90177536
model.layers.21.mlp.down_proj,45088768,90177536,90177536
model.layers.21.mlp.act_fn,0,0,24576
model.layers.21.input_layernorm,4096,8192,16384
model.layers.21.post_attention_layernorm,4096,8192,16384
model.layers.22.self_attn.q_proj,16777216,33554432,33554432
model.layers.22.self_attn.k_proj,16777216,33554432,33554432
model.layers.22.self_attn.v_proj,16777216,33554432,33554432
model.layers.22.self_attn.o_proj,16777216,33554432,33554432
model.layers.22.self_attn.rotary_emb,0,0,0
model.layers.22.mlp.gate_proj,45088768,90177536,90177536
model.layers.22.mlp.up_proj,45088768,90177536,90177536
model.layers.22.mlp.down_proj,45088768,90177536,90177536
model.layers.22.mlp.act_fn,0,0,24576
model.layers.22.input_layernorm,4096,8192,16384
model.layers.22.post_attention_layernorm,4096,8192,16384
model.layers.23.self_attn.q_proj,16777216,33554432,33554432
model.layers.23.self_attn.k_proj,16777216,33554432,33554432
model.layers.23.self_attn.v_proj,16777216,33554432,33554432
model.layers.23.self_attn.o_proj,16777216,33554432,33554432
model.layers.23.self_attn.rotary_emb,0,0,0
model.layers.23.mlp.gate_proj,45088768,90177536,90177536
model.layers.23.mlp.up_proj,45088768,90177536,90177536
model.layers.23.mlp.down_proj,45088768,90177536,90177536
model.layers.23.mlp.act_fn,0,0,24576
model.layers.23.input_layernorm,4096,8192,16384
model.layers.23.post_attention_layernorm,4096,8192,16384
model.layers.24.self_attn.q_proj,16777216,33554432,33554432
model.layers.24.self_attn.k_proj,16777216,33554432,33554432
model.layers.24.self_attn.v_proj,16777216,33554432,33554432
model.layers.24.self_attn.o_proj,16777216,33554432,33554432
model.layers.24.self_attn.rotary_emb,0,0,0
model.layers.24.mlp.gate_proj,45088768,90177536,90177536
model.layers.24.mlp.up_proj,45088768,90177536,90177536
model.layers.24.mlp.down_proj,45088768,90177536,90177536
model.layers.24.mlp.act_fn,0,0,24576
model.layers.24.input_layernorm,4096,8192,16384
model.layers.24.post_attention_layernorm,4096,8192,16384
model.layers.25.self_attn.q_proj,16777216,33554432,33554432
model.layers.25.self_attn.k_proj,16777216,33554432,33554432
model.layers.25.self_attn.v_proj,16777216,33554432,33554432
model.layers.25.self_attn.o_proj,16777216,33554432,33554432
model.layers.25.self_attn.rotary_emb,0,0,0
model.layers.25.mlp.gate_proj,45088768,90177536,90177536
model.layers.25.mlp.up_proj,45088768,90177536,90177536
model.layers.25.mlp.down_proj,45088768,90177536,90177536
model.layers.25.mlp.act_fn,0,0,24576
model.layers.25.input_layernorm,4096,8192,16384
model.layers.25.post_attention_layernorm,4096,8192,16384
model.layers.26.self_attn.q_proj,16777216,33554432,33554432
model.layers.26.self_attn.k_proj,16777216,33554432,33554432
model.layers.26.self_attn.v_proj,16777216,33554432,33554432
model.layers.26.self_attn.o_proj,16777216,33554432,33554432
model.layers.26.self_attn.rotary_emb,0,0,0
model.layers.26.mlp.gate_proj,45088768,90177536,90177536
model.layers.26.mlp.up_proj,45088768,90177536,90177536
model.layers.26.mlp.down_proj,45088768,90177536,90177536
model.layers.26.mlp.act_fn,0,0,24576
model.layers.26.input_layernorm,4096,8192,16384
model.layers.26.post_attention_layernorm,4096,8192,16384
model.layers.27.self_attn.q_proj,16777216,33554432,33554432
model.layers.27.self_attn.k_proj,16777216,33554432,33554432
model.layers.27.self_attn.v_proj,16777216,33554432,33554432
model.layers.27.self_attn.o_proj,16777216,33554432,33554432
model.layers.27.self_attn.rotary_emb,0,0,0
model.layers.27.mlp.gate_proj,45088768,90177536,90177536
model.layers.27.mlp.up_proj,45088768,90177536,90177536
model.layers.27.mlp.down_proj,45088768,90177536,90177536
model.layers.27.mlp.act_fn,0,0,24576
model.layers.27.input_layernorm,4096,8192,16384
model.layers.27.post_attention_layernorm,4096,8192,16384
model.layers.28.self_attn.q_proj,16777216,33554432,33554432
model.layers.28.self_attn.k_proj,16777216,33554432,33554432
model.layers.28.self_attn.v_proj,16777216,33554432,33554432
model.layers.28.self_attn.o_proj,16777216,33554432,33554432
model.layers.28.self_attn.rotary_emb,0,0,0
model.layers.28.mlp.gate_proj,45088768,90177536,90177536
model.layers.28.mlp.up_proj,45088768,90177536,90177536
model.layers.28.mlp.down_proj,45088768,90177536,90177536
model.layers.28.mlp.act_fn,0,0,24576
model.layers.28.input_layernorm,4096,8192,16384
model.layers.28.post_attention_layernorm,4096,8192,16384
model.layers.29.self_attn.q_proj,16777216,33554432,33554432
model.layers.29.self_attn.k_proj,16777216,33554432,33554432
model.layers.29.self_attn.v_proj,16777216,33554432,33554432
model.layers.29.self_attn.o_proj,16777216,33554432,33554432
model.layers.29.self_attn.rotary_emb,0,0,0
model.layers.29.mlp.gate_proj,45088768,90177536,90177536
model.layers.29.mlp.up_proj,45088768,90177536,90177536
model.layers.29.mlp.down_proj,45088768,90177536,90177536
model.layers.29.mlp.act_fn,0,0,24576
model.layers.29.input_layernorm,4096,8192,16384
model.layers.29.post_attention_layernorm,4096,8192,16384
model.layers.30.self_attn.q_proj,16777216,33554432,33554432
model.layers.30.self_attn.k_proj,16777216,33554432,33554432
model.layers.30.self_attn.v_proj,16777216,33554432,33554432
model.layers.30.self_attn.o_proj,16777216,33554432,33554432
model.layers.30.self_attn.rotary_emb,0,0,0
model.layers.30.mlp.gate_proj,45088768,90177536,90177536
model.layers.30.mlp.up_proj,45088768,90177536,90177536
model.layers.30.mlp.down_proj,45088768,90177536,90177536
model.layers.30.mlp.act_fn,0,0,24576
model.layers.30.input_layernorm,4096,8192,16384
model.layers.30.post_attention_layernorm,4096,8192,16384
model.layers.31.self_attn.q_proj,16777216,33554432,33554432
model.layers.31.self_attn.k_proj,16777216,33554432,33554432
model.layers.31.self_attn.v_proj,16777216,33554432,33554432
model.layers.31.self_attn.o_proj,16777216,33554432,33554432
model.layers.31.self_attn.rotary_emb,0,0,0
model.layers.31.mlp.gate_proj,45088768,90177536,90177536
model.layers.31.mlp.up_proj,45088768,90177536,90177536
model.layers.31.mlp.down_proj,45088768,90177536,90177536
model.layers.31.mlp.act_fn,0,0,24576
model.layers.31.input_layernorm,4096,8192,16384
model.layers.31.post_attention_layernorm,4096,8192,16384
model.norm,4096,8192,16384
model.rotary_emb,0,0,0
lm_head,131072000,262144000,262144000
